https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ONE,Volume USDT,tradecount
1627898400000,2021-08-02 10:00:00,ONE/USDT,0.07713000,0.07778000,0.07684000,0.07758000,1660738.00000000,128600.18357200,600
1627894800000,2021-08-02 09:00:00,ONE/USDT,0.07649000,0.07733000,0.07620000,0.07708000,2325946.50000000,178519.15456800,770
1627891200000,2021-08-02 08:00:00,ONE/USDT,0.07796000,0.07801000,0.07637000,0.07650000,3926082.40000000,302046.53328000,1313
1627887600000,2021-08-02 07:00:00,ONE/USDT,0.07831000,0.07864000,0.07752000,0.07788000,2291381.70000000,178947.68846300,890
1627884000000,2021-08-02 06:00:00,ONE/USDT,0.07648000,0.07855000,0.07620000,0.07826000,6121277.00000000,474441.39277400,1840
1627880400000,2021-08-02 05:00:00,ONE/USDT,0.07623000,0.07695000,0.07603000,0.07652000,1731179.70000000,132387.02427900,573
1627876800000,2021-08-02 04:00:00,ONE/USDT,0.07647000,0.07702000,0.07591000,0.07622000,3039482.00000000,232330.84731800,1186
1627873200000,2021-08-02 03:00:00,ONE/USDT,0.07680000,0.07713000,0.07634000,0.07658000,2315084.50000000,177734.40085000,723
1627869600000,2021-08-02 02:00:00,ONE/USDT,0.07557000,0.07735000,0.07537000,0.07673000,5316135.50000000,407177.16023300,1546
1627866000000,2021-08-02 01:00:00,ONE/USDT,0.07514000,0.07630000,0.07447000,0.07567000,5373523.20000000,405519.55176000,2590
1627862400000,2021-08-02 00:00:00,ONE/USDT,0.07615000,0.07713000,0.07504000,0.07530000,4125737.80000000,313597.63133700,1792
1627858800000,2021-08-01 23:00:00,ONE/USDT,0.07760000,0.07825000,0.07513000,0.07609000,12083141.70000000,923346.66898300,3709
1627855200000,2021-08-01 22:00:00,ONE/USDT,0.07923000,0.07948000,0.07726000,0.07760000,5790735.20000000,451546.35278000,1705
1627851600000,2021-08-01 21:00:00,ONE/USDT,0.08009000,0.08018000,0.07894000,0.07923000,5494274.40000000,436968.55466700,1078
1627848000000,2021-08-01 20:00:00,ONE/USDT,0.07966000,0.08049000,0.07957000,0.08010000,5692203.60000000,455579.27629600,1491
1627844400000,2021-08-01 19:00:00,ONE/USDT,0.07912000,0.07991000,0.07742000,0.07967000,12957181.70000000,1020508.12820800,2476
1627840800000,2021-08-01 18:00:00,ONE/USDT,0.07892000,0.07939000,0.07856000,0.07912000,4631401.50000000,366122.79733500,1096
1627837200000,2021-08-01 17:00:00,ONE/USDT,0.07970000,0.08009000,0.07844000,0.07889000,5297527.00000000,418739.22517800,1612
1627833600000,2021-08-01 16:00:00,ONE/USDT,0.08083000,0.08083000,0.07816000,0.07984000,12826131.80000000,1017368.45640300,3758
1627830000000,2021-08-01 15:00:00,ONE/USDT,0.08101000,0.08181000,0.08051000,0.08083000,2605898.80000000,211524.04161700,981
1627826400000,2021-08-01 14:00:00,ONE/USDT,0.08110000,0.08200000,0.08083000,0.08097000,3023584.50000000,246180.23187600,1141
1627822800000,2021-08-01 13:00:00,ONE/USDT,0.08221000,0.08240000,0.08087000,0.08120000,3940014.30000000,321037.95708700,1284
1627819200000,2021-08-01 12:00:00,ONE/USDT,0.08130000,0.08293000,0.08111000,0.08222000,4185792.40000000,344762.57469100,1500
1627815600000,2021-08-01 11:00:00,ONE/USDT,0.08137000,0.08215000,0.08088000,0.08134000,4832217.90000000,393251.34117300,1587
1627812000000,2021-08-01 10:00:00,ONE/USDT,0.08333000,0.08339000,0.08122000,0.08145000,4096597.70000000,337619.00749600,1396
1627808400000,2021-08-01 09:00:00,ONE/USDT,0.08288000,0.08341000,0.08240000,0.08338000,2723386.90000000,225464.35765200,1141
1627804800000,2021-08-01 08:00:00,ONE/USDT,0.08181000,0.08294000,0.08178000,0.08284000,3859616.00000000,318114.77667000,1441
1627801200000,2021-08-01 07:00:00,ONE/USDT,0.08146000,0.08214000,0.08106000,0.08192000,2535559.00000000,207341.79768700,829
1627797600000,2021-08-01 06:00:00,ONE/USDT,0.08150000,0.08160000,0.08080000,0.08142000,2682031.90000000,217917.54802900,738
1627794000000,2021-08-01 05:00:00,ONE/USDT,0.08215000,0.08233000,0.08084000,0.08150000,4027465.30000000,328470.13349500,1232
1627790400000,2021-08-01 04:00:00,ONE/USDT,0.08289000,0.08322000,0.08150000,0.08215000,5617145.00000000,462668.28683900,1682
1627786800000,2021-08-01 03:00:00,ONE/USDT,0.08194000,0.08343000,0.08119000,0.08282000,6730567.80000000,554168.76493600,2588
1627783200000,2021-08-01 02:00:00,ONE/USDT,0.08117000,0.08295000,0.08033000,0.08194000,10064885.90000000,822962.03046700,3012
1627779600000,2021-08-01 01:00:00,ONE/USDT,0.08110000,0.08184000,0.08072000,0.08113000,9298600.40000000,755664.35346600,2316
1627776000000,2021-08-01 00:00:00,ONE/USDT,0.07850000,0.08156000,0.07780000,0.08111000,14484864.90000000,1160985.09656600,4927
1627772400000,2021-07-31 23:00:00,ONE/USDT,0.07941000,0.07967000,0.07811000,0.07846000,3629543.10000000,286887.15670800,1106
1627768800000,2021-07-31 22:00:00,ONE/USDT,0.07897000,0.07988000,0.07871000,0.07935000,4387382.80000000,348050.54099200,1418
1627765200000,2021-07-31 21:00:00,ONE/USDT,0.07863000,0.07948000,0.07859000,0.07899000,4211699.60000000,333113.42111100,1235
1627761600000,2021-07-31 20:00:00,ONE/USDT,0.07782000,0.07941000,0.07731000,0.07860000,6381259.00000000,501136.36674900,1917
1627758000000,2021-07-31 19:00:00,ONE/USDT,0.07926000,0.07928000,0.07770000,0.07791000,2654669.50000000,207902.29153200,968
1627754400000,2021-07-31 18:00:00,ONE/USDT,0.07809000,0.07943000,0.07798000,0.07926000,3789412.60000000,298031.97437200,1295
1627750800000,2021-07-31 17:00:00,ONE/USDT,0.07881000,0.07914000,0.07783000,0.07810000,2732729.40000000,214344.88488400,830
1627747200000,2021-07-31 16:00:00,ONE/USDT,0.07898000,0.07973000,0.07788000,0.07884000,12483030.50000000,983939.87633100,3178
1627743600000,2021-07-31 15:00:00,ONE/USDT,0.07721000,0.07918000,0.07670000,0.07900000,15057037.30000000,1172990.37851000,3653
1627740000000,2021-07-31 14:00:00,ONE/USDT,0.07609000,0.07758000,0.07510000,0.07719000,12222552.80000000,935631.78029400,2590
1627736400000,2021-07-31 13:00:00,ONE/USDT,0.07712000,0.07714000,0.07593000,0.07617000,3625973.90000000,276645.89871100,882
1627732800000,2021-07-31 12:00:00,ONE/USDT,0.07623000,0.07747000,0.07610000,0.07715000,5014551.40000000,385907.68619700,1332
1627729200000,2021-07-31 11:00:00,ONE/USDT,0.07709000,0.07732000,0.07562000,0.07622000,5297170.40000000,404265.41542000,1308
1627725600000,2021-07-31 10:00:00,ONE/USDT,0.07691000,0.07767000,0.07691000,0.07709000,2286418.90000000,176814.50424000,955
1627722000000,2021-07-31 09:00:00,ONE/USDT,0.07735000,0.07776000,0.07661000,0.07696000,3689417.50000000,284651.27146500,896
1627718400000,2021-07-31 08:00:00,ONE/USDT,0.07634000,0.07788000,0.07623000,0.07740000,6427081.40000000,496593.75149400,1847
1627714800000,2021-07-31 07:00:00,ONE/USDT,0.07576000,0.07669000,0.07560000,0.07634000,3369059.30000000,256456.81361000,780
1627711200000,2021-07-31 06:00:00,ONE/USDT,0.07556000,0.07684000,0.07500000,0.07576000,9729297.60000000,738719.16150400,2069
1627707600000,2021-07-31 05:00:00,ONE/USDT,0.07636000,0.07658000,0.07472000,0.07565000,4229067.90000000,319583.25510000,1232
1627704000000,2021-07-31 04:00:00,ONE/USDT,0.07685000,0.07719000,0.07573000,0.07633000,2912452.80000000,222235.35904800,833
1627700400000,2021-07-31 03:00:00,ONE/USDT,0.07734000,0.07753000,0.07659000,0.07685000,2069711.00000000,159139.01825200,679
1627696800000,2021-07-31 02:00:00,ONE/USDT,0.07638000,0.07768000,0.07637000,0.07734000,3405318.60000000,262888.05094800,1448
1627693200000,2021-07-31 01:00:00,ONE/USDT,0.07667000,0.07708000,0.07600000,0.07637000,4082332.00000000,312697.97087600,1057
1627689600000,2021-07-31 00:00:00,ONE/USDT,0.07640000,0.07686000,0.07507000,0.07667000,5056354.40000000,385629.27057500,1627
1627686000000,2021-07-30 23:00:00,ONE/USDT,0.07536000,0.07665000,0.07531000,0.07640000,7131078.70000000,541924.60257200,2471
1627682400000,2021-07-30 22:00:00,ONE/USDT,0.07497000,0.07549000,0.07437000,0.07531000,4023094.00000000,301731.54493500,1279
1627678800000,2021-07-30 21:00:00,ONE/USDT,0.07436000,0.07550000,0.07419000,0.07495000,7605518.80000000,569889.04567700,2278
1627675200000,2021-07-30 20:00:00,ONE/USDT,0.07337000,0.07482000,0.07318000,0.07428000,10113151.90000000,748832.54513100,2295
1627671600000,2021-07-30 19:00:00,ONE/USDT,0.07258000,0.07336000,0.07241000,0.07336000,2457113.90000000,178836.01851800,598
1627668000000,2021-07-30 18:00:00,ONE/USDT,0.07312000,0.07321000,0.07239000,0.07255000,3584168.80000000,260647.11519300,765
1627664400000,2021-07-30 17:00:00,ONE/USDT,0.07263000,0.07334000,0.07263000,0.07312000,3460990.40000000,252904.72983500,686
1627660800000,2021-07-30 16:00:00,ONE/USDT,0.07310000,0.07310000,0.07250000,0.07269000,1460038.10000000,106248.25279100,458
1627657200000,2021-07-30 15:00:00,ONE/USDT,0.07324000,0.07327000,0.07290000,0.07310000,1700051.10000000,124164.04286600,461
1627653600000,2021-07-30 14:00:00,ONE/USDT,0.07318000,0.07371000,0.07297000,0.07327000,2643450.70000000,193923.68793000,679
1627650000000,2021-07-30 13:00:00,ONE/USDT,0.07320000,0.07347000,0.07296000,0.07318000,2647822.30000000,193980.52209800,711
1627646400000,2021-07-30 12:00:00,ONE/USDT,0.07232000,0.07406000,0.07202000,0.07323000,5980548.30000000,438871.27740600,1451
1627642800000,2021-07-30 11:00:00,ONE/USDT,0.07282000,0.07307000,0.07220000,0.07232000,1929679.20000000,140146.60326700,652
1627639200000,2021-07-30 10:00:00,ONE/USDT,0.07304000,0.07326000,0.07232000,0.07287000,4949442.20000000,360569.58526500,1093
1627635600000,2021-07-30 09:00:00,ONE/USDT,0.07252000,0.07326000,0.07154000,0.07308000,8319761.10000000,601729.37216800,1850
1627632000000,2021-07-30 08:00:00,ONE/USDT,0.07567000,0.07575000,0.07200000,0.07254000,10884756.70000000,802251.24322200,2769
1627628400000,2021-07-30 07:00:00,ONE/USDT,0.07649000,0.07650000,0.07505000,0.07561000,6449429.50000000,486776.62655800,1221
1627624800000,2021-07-30 06:00:00,ONE/USDT,0.07593000,0.07672000,0.07577000,0.07649000,3655029.30000000,278712.24468700,861
1627621200000,2021-07-30 05:00:00,ONE/USDT,0.07549000,0.07667000,0.07542000,0.07597000,5372550.10000000,408839.72144500,1173
1627617600000,2021-07-30 04:00:00,ONE/USDT,0.07612000,0.07638000,0.07520000,0.07544000,5156977.50000000,391325.90232900,989
1627614000000,2021-07-30 03:00:00,ONE/USDT,0.07495000,0.07690000,0.07495000,0.07616000,7215432.20000000,549282.83329700,2016
1627610400000,2021-07-30 02:00:00,ONE/USDT,0.07539000,0.07621000,0.07456000,0.07495000,5890944.30000000,444675.99742900,1770
1627606800000,2021-07-30 01:00:00,ONE/USDT,0.07375000,0.07543000,0.07350000,0.07539000,5260679.30000000,393077.38512500,1524
1627603200000,2021-07-30 00:00:00,ONE/USDT,0.07379000,0.07428000,0.07282000,0.07373000,2315184.30000000,170397.43222900,787
1627599600000,2021-07-29 23:00:00,ONE/USDT,0.07342000,0.07447000,0.07330000,0.07378000,3313330.80000000,245126.69783400,1104
1627596000000,2021-07-29 22:00:00,ONE/USDT,0.07283000,0.07348000,0.07275000,0.07341000,1617124.50000000,118376.80377700,429
1627592400000,2021-07-29 21:00:00,ONE/USDT,0.07407000,0.07413000,0.07282000,0.07282000,1954515.30000000,143365.93407600,630
1627588800000,2021-07-29 20:00:00,ONE/USDT,0.07301000,0.07428000,0.07268000,0.07399000,3713473.50000000,272338.37301200,1068
1627585200000,2021-07-29 19:00:00,ONE/USDT,0.07317000,0.07351000,0.07294000,0.07302000,1578449.80000000,115429.62126600,487
1627581600000,2021-07-29 18:00:00,ONE/USDT,0.07344000,0.07438000,0.07310000,0.07317000,2544798.50000000,187628.62641300,711
1627578000000,2021-07-29 17:00:00,ONE/USDT,0.07338000,0.07368000,0.07311000,0.07341000,1141917.60000000,83775.59155400,544
1627574400000,2021-07-29 16:00:00,ONE/USDT,0.07414000,0.07427000,0.07332000,0.07337000,2225979.70000000,164131.68766100,652
1627570800000,2021-07-29 15:00:00,ONE/USDT,0.07341000,0.07460000,0.07293000,0.07410000,6268063.40000000,462694.16632000,1783
1627567200000,2021-07-29 14:00:00,ONE/USDT,0.07310000,0.07343000,0.07221000,0.07339000,3341586.60000000,243843.92429700,1098
1627563600000,2021-07-29 13:00:00,ONE/USDT,0.07228000,0.07335000,0.07208000,0.07308000,3925894.90000000,286200.22469900,998
1627560000000,2021-07-29 12:00:00,ONE/USDT,0.07222000,0.07235000,0.07171000,0.07229000,2528351.00000000,182093.47013300,669
1627556400000,2021-07-29 11:00:00,ONE/USDT,0.07266000,0.07318000,0.07204000,0.07220000,3235418.00000000,234430.37646000,744
1627552800000,2021-07-29 10:00:00,ONE/USDT,0.07326000,0.07357000,0.07241000,0.07265000,4103068.40000000,299155.73393400,1035
1627549200000,2021-07-29 09:00:00,ONE/USDT,0.07320000,0.07378000,0.07288000,0.07321000,4579905.80000000,335565.91159100,1066
1627545600000,2021-07-29 08:00:00,ONE/USDT,0.07198000,0.07387000,0.07190000,0.07320000,6541547.10000000,476745.12590500,1520
1627542000000,2021-07-29 07:00:00,ONE/USDT,0.07168000,0.07238000,0.07160000,0.07203000,2545835.20000000,183490.07845400,638
1627538400000,2021-07-29 06:00:00,ONE/USDT,0.07246000,0.07264000,0.07155000,0.07168000,4566077.80000000,328749.55401300,983
1627534800000,2021-07-29 05:00:00,ONE/USDT,0.07164000,0.07319000,0.07118000,0.07246000,3605253.60000000,260739.12011100,1141
1627531200000,2021-07-29 04:00:00,ONE/USDT,0.07107000,0.07185000,0.07083000,0.07160000,2361637.40000000,169103.59361100,699
1627527600000,2021-07-29 03:00:00,ONE/USDT,0.07141000,0.07155000,0.07072000,0.07099000,2355049.00000000,167289.78194900,639
1627524000000,2021-07-29 02:00:00,ONE/USDT,0.07118000,0.07199000,0.07111000,0.07136000,2206559.50000000,158146.02056500,595
1627520400000,2021-07-29 01:00:00,ONE/USDT,0.07086000,0.07129000,0.07068000,0.07126000,1790079.40000000,127016.43871900,527
1627516800000,2021-07-29 00:00:00,ONE/USDT,0.07192000,0.07210000,0.07077000,0.07078000,3611051.30000000,257780.86566400,808
1627513200000,2021-07-28 23:00:00,ONE/USDT,0.07138000,0.07220000,0.07109000,0.07191000,2317165.20000000,165971.61557700,653
1627509600000,2021-07-28 22:00:00,ONE/USDT,0.07238000,0.07255000,0.07121000,0.07140000,3321858.50000000,239069.43491100,783
1627506000000,2021-07-28 21:00:00,ONE/USDT,0.07215000,0.07243000,0.07194000,0.07241000,2475455.10000000,178719.11394200,641
1627502400000,2021-07-28 20:00:00,ONE/USDT,0.07212000,0.07243000,0.07154000,0.07216000,2162671.80000000,155792.68362000,672
1627498800000,2021-07-28 19:00:00,ONE/USDT,0.07285000,0.07314000,0.07170000,0.07210000,3195479.80000000,231113.20564000,895
1627495200000,2021-07-28 18:00:00,ONE/USDT,0.07074000,0.07290000,0.07059000,0.07277000,5368114.70000000,386206.59084100,1452
1627491600000,2021-07-28 17:00:00,ONE/USDT,0.07302000,0.07319000,0.07062000,0.07079000,6453096.40000000,464316.53375300,1958
1627488000000,2021-07-28 16:00:00,ONE/USDT,0.07281000,0.07325000,0.07234000,0.07306000,3568365.00000000,260024.68870200,805
1627484400000,2021-07-28 15:00:00,ONE/USDT,0.07277000,0.07297000,0.07234000,0.07278000,1669568.40000000,121272.53704800,562
1627480800000,2021-07-28 14:00:00,ONE/USDT,0.07236000,0.07296000,0.07210000,0.07271000,3204582.40000000,232285.45987300,864
1627477200000,2021-07-28 13:00:00,ONE/USDT,0.07227000,0.07291000,0.07191000,0.07242000,5448014.50000000,394852.40812500,1140
1627473600000,2021-07-28 12:00:00,ONE/USDT,0.07385000,0.07390000,0.07204000,0.07225000,8774373.90000000,641185.08655000,1851
1627470000000,2021-07-28 11:00:00,ONE/USDT,0.07328000,0.07440000,0.07314000,0.07388000,5877246.30000000,434009.92098700,1366
1627466400000,2021-07-28 10:00:00,ONE/USDT,0.07319000,0.07368000,0.07291000,0.07329000,4436443.50000000,325365.06652400,1002
1627462800000,2021-07-28 09:00:00,ONE/USDT,0.07316000,0.07328000,0.07217000,0.07320000,6923165.50000000,503424.21435400,1488
1627459200000,2021-07-28 08:00:00,ONE/USDT,0.07422000,0.07475000,0.07277000,0.07318000,4162755.70000000,306976.18110200,1087
1627455600000,2021-07-28 07:00:00,ONE/USDT,0.07218000,0.07485000,0.07213000,0.07429000,7594754.50000000,559847.52317300,2007
1627452000000,2021-07-28 06:00:00,ONE/USDT,0.07407000,0.07415000,0.07189000,0.07222000,6015354.30000000,439486.53521500,1550
1627448400000,2021-07-28 05:00:00,ONE/USDT,0.07289000,0.07425000,0.07278000,0.07413000,7139805.50000000,526064.62554300,1377
1627444800000,2021-07-28 04:00:00,ONE/USDT,0.07344000,0.07393000,0.07282000,0.07284000,4186246.80000000,306566.02501200,972
1627441200000,2021-07-28 03:00:00,ONE/USDT,0.07427000,0.07476000,0.07311000,0.07353000,5591046.50000000,413692.68244800,1315
1627437600000,2021-07-28 02:00:00,ONE/USDT,0.07439000,0.07487000,0.07398000,0.07427000,3088731.60000000,230009.61072800,846
1627434000000,2021-07-28 01:00:00,ONE/USDT,0.07324000,0.07450000,0.07247000,0.07450000,4370101.10000000,321821.34766600,1045
1627430400000,2021-07-28 00:00:00,ONE/USDT,0.07485000,0.07485000,0.07295000,0.07324000,4051995.50000000,299464.13866100,1102
1627426800000,2021-07-27 23:00:00,ONE/USDT,0.07501000,0.07513000,0.07353000,0.07501000,3347205.20000000,248431.70266100,1062
1627423200000,2021-07-27 22:00:00,ONE/USDT,0.07422000,0.07534000,0.07348000,0.07501000,6171538.60000000,460222.35830400,1557
1627419600000,2021-07-27 21:00:00,ONE/USDT,0.07340000,0.07484000,0.07284000,0.07423000,4201410.70000000,310652.01182500,1318
1627416000000,2021-07-27 20:00:00,ONE/USDT,0.07253000,0.07351000,0.07234000,0.07337000,3499057.80000000,255791.77148100,756
1627412400000,2021-07-27 19:00:00,ONE/USDT,0.07299000,0.07384000,0.07236000,0.07255000,4940190.30000000,361874.16431400,1491
1627408800000,2021-07-27 18:00:00,ONE/USDT,0.07233000,0.07320000,0.07163000,0.07299000,6811221.60000000,494711.33594100,1776
1627405200000,2021-07-27 17:00:00,ONE/USDT,0.07234000,0.07345000,0.07193000,0.07234000,6397749.10000000,464214.16532400,1736
1627401600000,2021-07-27 16:00:00,ONE/USDT,0.07394000,0.07450000,0.07167000,0.07219000,8054659.50000000,586368.05591300,2279
1627398000000,2021-07-27 15:00:00,ONE/USDT,0.07480000,0.07560000,0.07344000,0.07393000,7021036.90000000,522174.26653700,1518
1627394400000,2021-07-27 14:00:00,ONE/USDT,0.07555000,0.07657000,0.07373000,0.07474000,8710908.20000000,650248.06422600,2519
1627390800000,2021-07-27 13:00:00,ONE/USDT,0.07567000,0.07693000,0.07507000,0.07556000,6748822.40000000,513232.97091400,2242
1627387200000,2021-07-27 12:00:00,ONE/USDT,0.07421000,0.07591000,0.07378000,0.07558000,7809480.10000000,584412.01495100,2109
1627383600000,2021-07-27 11:00:00,ONE/USDT,0.07378000,0.07517000,0.07354000,0.07426000,10440633.10000000,778678.33914200,2621
1627380000000,2021-07-27 10:00:00,ONE/USDT,0.07338000,0.07385000,0.07257000,0.07377000,3230777.50000000,236793.70056000,1028
1627376400000,2021-07-27 09:00:00,ONE/USDT,0.07231000,0.07361000,0.07231000,0.07340000,4305108.40000000,314372.86855500,1244
1627372800000,2021-07-27 08:00:00,ONE/USDT,0.07176000,0.07294000,0.07140000,0.07237000,4505326.70000000,325842.04850200,1180
1627369200000,2021-07-27 07:00:00,ONE/USDT,0.07174000,0.07225000,0.07123000,0.07174000,3301156.50000000,236966.18599900,946
1627365600000,2021-07-27 06:00:00,ONE/USDT,0.07220000,0.07263000,0.07161000,0.07167000,3816889.20000000,275793.89026000,1206
1627362000000,2021-07-27 05:00:00,ONE/USDT,0.07104000,0.07230000,0.07100000,0.07218000,6437658.50000000,463092.77581000,1911
1627358400000,2021-07-27 04:00:00,ONE/USDT,0.07050000,0.07190000,0.07019000,0.07112000,6469652.40000000,459591.04721200,1427
1627354800000,2021-07-27 03:00:00,ONE/USDT,0.07071000,0.07115000,0.07015000,0.07060000,4232604.00000000,299142.95397500,1591
1627351200000,2021-07-27 02:00:00,ONE/USDT,0.07075000,0.07192000,0.07006000,0.07074000,6470182.80000000,460099.00662500,2046
1627347600000,2021-07-27 01:00:00,ONE/USDT,0.07343000,0.07353000,0.07016000,0.07074000,15231600.10000000,1084807.13655500,3517
1627344000000,2021-07-27 00:00:00,ONE/USDT,0.07269000,0.07391000,0.07224000,0.07344000,8320818.80000000,608857.58045200,1714
1627340400000,2021-07-26 23:00:00,ONE/USDT,0.07416000,0.07419000,0.07244000,0.07270000,9164227.90000000,671919.64054000,1926
1627336800000,2021-07-26 22:00:00,ONE/USDT,0.07411000,0.07480000,0.07303000,0.07414000,10494858.10000000,774562.78856000,3738
1627333200000,2021-07-26 21:00:00,ONE/USDT,0.07515000,0.07525000,0.07317000,0.07417000,9919310.90000000,737368.68316600,2954
1627329600000,2021-07-26 20:00:00,ONE/USDT,0.07880000,0.07916000,0.07433000,0.07524000,29745232.90000000,2276209.87538900,6942
1627326000000,2021-07-26 19:00:00,ONE/USDT,0.08060000,0.08183000,0.07864000,0.07880000,9414309.80000000,756658.94084200,2998
1627322400000,2021-07-26 18:00:00,ONE/USDT,0.08145000,0.08184000,0.08055000,0.08060000,5207464.70000000,422807.73381800,1525
1627318800000,2021-07-26 17:00:00,ONE/USDT,0.08027000,0.08147000,0.07994000,0.08143000,3726463.20000000,300883.23905100,1248
1627315200000,2021-07-26 16:00:00,ONE/USDT,0.08088000,0.08189000,0.08010000,0.08027000,5450217.00000000,441530.96358300,1887
1627311600000,2021-07-26 15:00:00,ONE/USDT,0.07983000,0.08226000,0.07922000,0.08080000,11607929.60000000,942274.75843000,3410
1627308000000,2021-07-26 14:00:00,ONE/USDT,0.07933000,0.08097000,0.07884000,0.07986000,7368877.90000000,589479.18754000,2392
1627304400000,2021-07-26 13:00:00,ONE/USDT,0.08190000,0.08192000,0.07758000,0.07928000,13422733.10000000,1057876.25772400,3691
1627300800000,2021-07-26 12:00:00,ONE/USDT,0.08092000,0.08202000,0.07969000,0.08188000,7588922.30000000,613819.42592800,2481
1627297200000,2021-07-26 11:00:00,ONE/USDT,0.08039000,0.08252000,0.07920000,0.08095000,21543040.40000000,1752489.37465800,5395
1627293600000,2021-07-26 10:00:00,ONE/USDT,0.07876000,0.08039000,0.07842000,0.08039000,8969206.20000000,714833.15896300,2386
1627290000000,2021-07-26 09:00:00,ONE/USDT,0.07785000,0.07993000,0.07774000,0.07870000,15943616.50000000,1261355.17186200,4755
1627286400000,2021-07-26 08:00:00,ONE/USDT,0.07731000,0.07794000,0.07624000,0.07785000,9921479.00000000,763892.63690500,3176
1627282800000,2021-07-26 07:00:00,ONE/USDT,0.07795000,0.07910000,0.07614000,0.07720000,12072947.80000000,941824.92710600,3267
1627279200000,2021-07-26 06:00:00,ONE/USDT,0.07918000,0.07990000,0.07773000,0.07795000,11122481.20000000,881021.75775400,3123
1627275600000,2021-07-26 05:00:00,ONE/USDT,0.07825000,0.07943000,0.07782000,0.07923000,8339358.80000000,656894.77570300,2111
1627272000000,2021-07-26 04:00:00,ONE/USDT,0.07760000,0.07900000,0.07740000,0.07825000,6770221.20000000,529068.75223300,2420
1627268400000,2021-07-26 03:00:00,ONE/USDT,0.07699000,0.07804000,0.07694000,0.07762000,6652829.50000000,515107.61366300,2123
1627264800000,2021-07-26 02:00:00,ONE/USDT,0.07733000,0.07804000,0.07622000,0.07692000,7845087.20000000,605198.12529500,2427
1627261200000,2021-07-26 01:00:00,ONE/USDT,0.07569000,0.07851000,0.07474000,0.07733000,28087956.00000000,2148018.82710500,8161
1627257600000,2021-07-26 00:00:00,ONE/USDT,0.07247000,0.07584000,0.07190000,0.07566000,13865563.40000000,1028048.82421200,4519
1627254000000,2021-07-25 23:00:00,ONE/USDT,0.07174000,0.07258000,0.07109000,0.07256000,3384761.50000000,243025.89238000,1052
1627250400000,2021-07-25 22:00:00,ONE/USDT,0.07147000,0.07180000,0.07108000,0.07178000,938786.40000000,67113.29769900,441
1627246800000,2021-07-25 21:00:00,ONE/USDT,0.07091000,0.07149000,0.07067000,0.07143000,2875895.90000000,204634.69020100,713
1627243200000,2021-07-25 20:00:00,ONE/USDT,0.07040000,0.07092000,0.06978000,0.07091000,1976395.70000000,138996.27655200,679
1627239600000,2021-07-25 19:00:00,ONE/USDT,0.07058000,0.07108000,0.07021000,0.07040000,2463948.10000000,174000.11268000,619
1627236000000,2021-07-25 18:00:00,ONE/USDT,0.07081000,0.07128000,0.07046000,0.07058000,3494208.50000000,247804.87623200,813
1627232400000,2021-07-25 17:00:00,ONE/USDT,0.06966000,0.07085000,0.06947000,0.07081000,3390920.20000000,238805.25467400,735
1627228800000,2021-07-25 16:00:00,ONE/USDT,0.06999000,0.07020000,0.06948000,0.06959000,3122984.00000000,217800.74466800,690
1627225200000,2021-07-25 15:00:00,ONE/USDT,0.06983000,0.07027000,0.06924000,0.07000000,3361599.60000000,234936.73028600,1023
1627221600000,2021-07-25 14:00:00,ONE/USDT,0.07045000,0.07045000,0.06900000,0.06988000,5886443.50000000,409464.72809700,1492
1627218000000,2021-07-25 13:00:00,ONE/USDT,0.07064000,0.07091000,0.06984000,0.07044000,5603926.80000000,394071.03494400,1173
1627214400000,2021-07-25 12:00:00,ONE/USDT,0.07126000,0.07138000,0.07055000,0.07066000,3471983.90000000,246242.74531800,906
1627210800000,2021-07-25 11:00:00,ONE/USDT,0.07151000,0.07208000,0.07118000,0.07125000,3019905.60000000,216211.52099200,881
1627207200000,2021-07-25 10:00:00,ONE/USDT,0.07276000,0.07316000,0.07150000,0.07153000,2651088.40000000,191894.37822400,893
1627203600000,2021-07-25 09:00:00,ONE/USDT,0.07230000,0.07297000,0.07186000,0.07271000,2477676.30000000,179381.93328900,746
1627200000000,2021-07-25 08:00:00,ONE/USDT,0.07288000,0.07333000,0.07200000,0.07239000,2627893.90000000,191148.10213500,906
1627196400000,2021-07-25 07:00:00,ONE/USDT,0.07248000,0.07318000,0.07242000,0.07288000,2566199.10000000,186878.33285900,956
1627192800000,2021-07-25 06:00:00,ONE/USDT,0.07159000,0.07250000,0.07136000,0.07250000,2029189.20000000,146447.73396300,653
1627189200000,2021-07-25 05:00:00,ONE/USDT,0.07147000,0.07219000,0.07105000,0.07167000,2912832.40000000,208886.27132100,744
1627185600000,2021-07-25 04:00:00,ONE/USDT,0.07071000,0.07194000,0.07042000,0.07148000,3063739.50000000,218604.14337100,723
1627182000000,2021-07-25 03:00:00,ONE/USDT,0.07114000,0.07157000,0.07073000,0.07074000,2827381.30000000,201549.50992100,735
1627178400000,2021-07-25 02:00:00,ONE/USDT,0.07016000,0.07133000,0.07010000,0.07100000,2081178.50000000,147157.89670800,693
1627174800000,2021-07-25 01:00:00,ONE/USDT,0.07064000,0.07121000,0.07013000,0.07026000,3689504.30000000,260661.20774400,1250
1627171200000,2021-07-25 00:00:00,ONE/USDT,0.07264000,0.07280000,0.07023000,0.07064000,10408760.20000000,743486.79351500,2729
